ibjjf_name,ibjjf_profile_url,academy,gender,ranking_category,ruleset,points,same_academy_people_ids,same_academy_people_names,academy_known_people_count,signal_type,confidence,publication_policy,evidence
Sérgio Ribeiro Costa,https://ibjjf.com/athletes/sergio-costa-1a33cf0ed2e4,Nova União,male,master1,no-gi,9,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Conor William Mortimer,https://ibjjf.com/athletes/conor-mortimer,Roger Gracie Academy,male,master1,no-gi,9,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jesse P. Cahill,https://ibjjf.com/athletes/jesse-cahill,Renzo Gracie Academy,male,master1,no-gi,9,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
João Pedro Ferreira Torres,https://ibjjf.com/athletes/joao-torres-f91f7c31e3a5,Rio Grappling Club,male,master1,no-gi,9,960; 535,Mauro Chueng; Roberto Atalla,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Rio Grappling Club""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
João Lucas de Faria,https://ibjjf.com/athletes/joao-faria-e0579db17cb0,GF Team,male,master1,no-gi,9,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Antonio Medeiros de Oliveira da Silva,https://ibjjf.com/athletes/antonio-silva-7615955603db,SAS Team,male,master1,no-gi,9,9338,Guybson Sa,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""SAS Team""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Kryz Patricio Navarro,https://ibjjf.com/athletes/kryz-navarro,Renzo Gracie Academy,male,master1,no-gi,8,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Zaid Bassam Ahmad Jarrar,https://ibjjf.com/athletes/zaid-jarrar,Fight Sports,male,master1,no-gi,6,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Bruno Braga Pereira,https://ibjjf.com/athletes/bruno-pereira-abde47719403,GF Team,male,master1,no-gi,3,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Thiago Barros de Siqueira,https://ibjjf.com/athletes/thiago-siqueira-05219184e527,PSLPB Cicero Costha,male,master1,no-gi,3,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Bruno Mendes Couto,https://ibjjf.com/athletes/bruno-couto,CheckMat,male,master1,no-gi,3,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jean Carlos Baroni,https://ibjjf.com/athletes/jean-baroni,PSLPB Cicero Costha,male,master1,no-gi,3,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Michal Balla,https://ibjjf.com/athletes/michal-balla,Jungle BJJ,male,master1,no-gi,3,10318,Eldar Rafigaev,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Jungle BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Marcelo Larrosa Tavares de Souza,https://ibjjf.com/athletes/marcelo-souza-dccab762c7e6,Brazilian Top Team,male,master1,no-gi,3,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rafael Oliveira Lopes,https://ibjjf.com/athletes/rafael-lopes-0aaa2f37399b,GF Team,male,master1,no-gi,2,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Matheus Fienni Negrelli,https://ibjjf.com/athletes/matheus-negrelli,Nova União,male,master1,no-gi,2,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Atamai Pedro Franco Gouveia,https://ibjjf.com/athletes/atamai-gouveia,Brazilian Top Team,male,master1,no-gi,1,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Daniel Estevam Lima,https://ibjjf.com/athletes/daniel-lima-75ca9e9291ff,GF Team,male,master1,no-gi,1,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Felipe Magno Froes,https://ibjjf.com/athletes/felipe-froes,Nova União,male,master1,no-gi,1,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Juan Souza Gadelha,https://ibjjf.com/athletes/juan-gadelha,CheckMat,male,master1,no-gi,1,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Anderson Kleinkauff Meneghetti,https://ibjjf.com/athletes/anderson-meneghetti,CheckMat,male,master2,no-gi,226.5,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Corey Neilson Brown,https://ibjjf.com/athletes/corey-brown,Fight Sports,male,master2,no-gi,150,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Steven W. Johnson,https://ibjjf.com/athletes/steven-johnson,Fight Sports,male,master2,no-gi,88.5,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
William James Vincent,https://ibjjf.com/athletes/william-vincent,Combat Base,male,master2,no-gi,87.0,5858,Chris Haueter,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Combat Base""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Michael Harold Pope Jr.,https://ibjjf.com/athletes/michael-jr-c8f4acdf1d2e,Big Brothers,male,master2,no-gi,45,6403,Leonardo Dalla,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Big Brothers""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Patric Eli Antonio Rampanelli,https://ibjjf.com/athletes/patric-rampanelli,Zenith BJJ,male,master2,no-gi,42,6006; 11093; 543,Paulo Rezende; Emilio Hernandez; Rodrigo Cavaca,3,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Zenith BJJ""; o acervo possui 3 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Thiago Giordano Angelon,https://ibjjf.com/athletes/thiago-angelon,Renzo Gracie Academy,male,master2,no-gi,39,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Ricardo Raimundo Cardoso,https://ibjjf.com/athletes/ricardo-cardoso,Game Fight,male,master2,no-gi,23,6002,Vinicius Amaral,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Game Fight""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Daniel Holy,https://ibjjf.com/athletes/daniel-holy,Jungle BJJ,male,master2,no-gi,20,10318,Eldar Rafigaev,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Jungle BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Fabrizio Danilo Calio,https://ibjjf.com/athletes/fabrizio-calio,Roger Gracie Academy,male,master2,no-gi,20.0,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Erik Thomas Anderson,https://ibjjf.com/athletes/erik-anderson,Combat Base,male,master2,no-gi,16.5,5858,Chris Haueter,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Combat Base""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rafael Vinicius Vieira e Silva,https://ibjjf.com/athletes/rafael-silva-1672b79ed199,Cassão Team,male,master2,no-gi,12,9956,Vinicius Pereira,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Cassão Team""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Ramon Fontes de Almeida Medeiros,https://ibjjf.com/athletes/ramon-medeiros,Brazilian Top Team,male,master2,no-gi,9,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Richard Daniel Klein,https://ibjjf.com/athletes/richard-klein,Renzo Gracie Academy,male,master2,no-gi,9,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jesse Jay Newell,https://ibjjf.com/athletes/jesse-newell,Gracie Morumbi,male,master2,no-gi,9.0,658,Fabio Leopoldo,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Gracie Morumbi""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Athos Marques Correa,https://ibjjf.com/athletes/athos-correa,Brazilian Top Team,male,master2,no-gi,9.0,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jonnas Roquetti Fernandes,https://ibjjf.com/athletes/jonnas-fernandes,Demian Maia Jiu-Jitsu,male,master2,no-gi,9,7103,Wagner Mota,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Demian Maia Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
